summary_variant,_group,n_terms,mean_displacement,median_displacement,std_displacement,min_displacement,max_displacement,mean_min_count,median_min_count
all_rows_including_duplicates,all_terms,56,0.1628404819561305,0.13010308520049904,0.08433943084560926,0.0760760006672784,0.4993321829010337,54583.69642857143,11796.0
unique_terms,all_terms,53,0.16606631009193604,0.134409191133656,0.08548544835861163,0.0760760006672784,0.4993321829010337,51922.54716981132,11400.0
unique_terms_min_count_ge_1000,all_terms,43,0.13582866096729232,0.1274905501770387,0.04415646394498862,0.0760760006672784,0.2701495239333774,63884.46511627907,29351.0
