scope	n_terms	mean_cosine_displacement	median_cosine_displacement	min_cosine_displacement	max_cosine_displacement
all	1	0.0003397913738579783	0.0003397913738579783	0.0003397913738579783	0.0003397913738579783
structural_color_composite	1	0.0003397913738579783	0.0003397913738579783	0.0003397913738579783	0.0003397913738579783
